date,clp,fitted_clp,res_fx,z_fx,y10_clp,fitted_y10_clp,res_y10,z_y10,stress_market,stress_market_30d,stress_fx_30d,stress_y10_30d,regime
2025-09-05,971.22,919.3010055230433,0.054939408512750525,1.3605233155989394,5.67,5.50674170041097,0.1632582995890297,0.2744859161032267,0.817504615851083,0.4892536691278504,0.9418445440782883,0.03666279417741245,Condiciones neutrales
2025-09-08,964.58,919.5428169470181,0.04781616500956203,1.184122820378329,5.65,5.486684786299963,0.16331521370003682,0.27458160570637896,0.729352213042354,0.502971020195359,0.9558659913642071,0.05007604902651093,Condiciones neutrales
2025-09-09,967.07,920.2588712836226,0.04961586937211843,1.228690823797493,5.66,5.528936265215921,0.13106373478407912,0.22035724615948216,0.7245240349784876,0.5158695424713262,0.9699702501504167,0.06176883479223564,Condiciones neutrales
2025-09-10,966.35,923.545015679913,0.04530654433488733,1.121974400261799,5.68,5.499288688543104,0.18071131145689512,0.3038296368412898,0.7129020185515444,0.5263040110132089,0.9795489819482258,0.07305904007819193,Condiciones neutrales
2025-09-11,962.73,919.1947056202613,0.04627503190538094,1.145958093501207,5.65,5.464090627148187,0.18590937285181303,0.31256912909091217,0.7292636112960595,0.5365025497784537,0.9874448934750308,0.08556020608187657,Condiciones neutrales
2025-09-12,955.47,917.9325710901013,0.0400794300619764,0.9925297805596263,5.62,5.488800363067434,0.13119963693256548,0.220585738222805,0.6065577593912156,0.5435143641229054,0.9936292594747961,0.09339946877101474,Condiciones neutrales
2025-09-15,954.58,922.5840059337714,0.03409301805706589,0.8442818592597108,5.6,5.444121483633668,0.15587851636633143,0.26207829845913316,0.553180078859422,0.5525064214898562,1.006393821658726,0.09861902132098631,Condiciones neutrales
2025-09-16,951.14,924.2684315426062,0.02865872539084274,0.7097066594835971,5.6,5.450068245748799,0.14993175425120042,0.25208001689471227,0.4808933381891547,0.5579169508896311,1.0114697913743451,0.10436411040491704,Condiciones neutrales
2025-09-17,948.57,916.078778047842,0.034853224178150725,0.8631076562676439,5.6,5.525676338343388,0.0743236616566123,0.12496025261390362,0.49403395444077375,0.5644337854596011,1.0230504268297862,0.10581714408941618,Condiciones neutrales
2025-09-22,951.03,928.4434008675667,0.024036186455285602,0.5952337852874762,5.6,5.497838196375911,0.10216180362408903,0.17176447585884533,0.38349913057316076,0.5637531409860767,1.0194534806441566,0.10805280132799663,Condiciones neutrales
2025-09-23,954.72,930.3269834705646,0.025881984291914174,0.6409432506893914,5.6,5.494041157983301,0.1059588420166986,0.17814843039162057,0.40954584054050597,0.5595822824039638,1.006985314678964,0.11217925012896349,Condiciones neutrales
2025-09-24,952.87,929.0395458164653,0.025327176953349448,0.6272039633505493,5.59,5.505181774085771,0.08481822591422891,0.14260474659434708,0.3849043549724482,0.553275057186775,0.9940071105484077,0.11254300382514226,Condiciones neutrales
2025-09-25,953.24,930.6820324857268,0.02394902262674103,0.5930752542034687,5.58,5.543145770185871,0.036854229814129155,0.061962957217336294,0.3275191057104025,0.550261433978366,0.9897844599600875,0.11073840799664468,Condiciones neutrales
2025-09-26,956.42,924.3414127930795,0.03411564935767059,0.8448423023545409,5.5925,5.51577226745884,0.07672773254116033,0.12900221311933205,0.4869222577369365,0.5482649406603847,0.9860029754003885,0.11052690592038093,Condiciones neutrales
2025-09-29,958.9,924.0502259004786,0.03702036696009149,0.9167749301404244,5.63,5.508545889899796,0.12145411010020395,0.20420059965880463,0.5604877648996145,0.5491281470715451,0.985451373179852,0.11280492096323821,Condiciones neutrales
2025-09-30,961.24,924.5990691446475,0.038863912856655684,0.9624286283426945,5.63,5.512990166581897,0.11700983341810305,0.19672844443255577,0.5795785363876251,0.5575396169957884,0.9975625163013234,0.11751671769025317,Condiciones neutrales
2025-10-01,962.39,921.5321052310908,0.0433821572279053,1.0743187447284965,5.63,5.466504405910154,0.16349559408984615,0.2748848789651873,0.674601811846842,0.5656975951997602,1.0048499319122943,0.1265452584872259,Condiciones neutrales
2025-10-02,959.19,924.7103790652246,0.0366085935325453,0.9065777444755905,5.63,5.447076149480892,0.1829238505191083,0.30754957520236875,0.6070636598389796,0.5702535956155387,1.0019889885321753,0.13851820269890192,Condiciones neutrales
2025-10-03,961.54,923.6939747043276,0.040155345250905194,0.9944097495534997,5.625,5.482962939237484,0.14203706076251593,0.23880668144989456,0.6166082155016971,0.5768751286613324,1.0038401995122126,0.14991005781045227,Condiciones neutrales
2025-10-06,963.17,925.1600861355053,0.04026313925944823,0.9970791678431166,5.61,5.49463492292035,0.11536507707964995,0.19396311825028292,0.5955211430466998,0.5841356494327037,1.0083512818265241,0.1599200170388833,Condiciones neutrales
2025-10-07,963.09,924.5272919390211,0.040864294227571436,1.0119662110887668,5.6,5.490906135767261,0.1090938642327388,0.18341933819318376,0.5976927746409753,0.5836254099005656,1.0018143686255185,0.16543645117561262,Condiciones neutrales
2025-10-08,961.61,926.3226454514479,0.03738635988926921,0.9258384043744995,5.58,5.464997550814803,0.11500244918519699,0.19335343255550314,0.5595959184650013,0.5822792560519625,0.9931073662874602,0.1714511458164647,Condiciones neutrales
2025-10-09,951.45,924.0295232072782,0.029243114093742615,0.7241785017766095,5.58,5.476656195508666,0.10334380449133336,0.1737517720128362,0.44896513689472284,0.5768763049620239,0.9791433802315804,0.17460922969246737,Condiciones neutrales
2025-10-10,948.77,938.7136446087709,0.01065593397552173,0.26388428662852376,5.58,5.4885891293526115,0.09141087064738873,0.15368894956399556,0.20878661809625965,0.5656995974762862,0.9537042293362344,0.1776949656163378,Condiciones neutrales
2025-10-13,954.37,934.1731690390133,0.021389610061732206,0.5296937842678533,5.58,5.421235080066434,0.15876491993356623,0.2669312041269642,0.3983124941974088,0.5565353314259448,0.9276194481729483,0.18545121467894127,Condiciones neutrales
2025-10-14,957.66,946.7554324186599,0.011452004191767092,0.2835982245717097,5.59,5.425242785469065,0.16475721453093473,0.27700603938042184,0.2803021319760658,0.5462056892450364,0.8968421901997973,0.1955691882902755,Condiciones neutrales
2025-10-15,963.69,935.2376584640497,0.02996898896433193,0.7421541173206851,5.58,5.4315252960126426,0.14847470398735763,0.24963028063330256,0.4958921989769939,0.5437159573024702,0.8826353272102522,0.20479658739468823,Condiciones neutrales
2025-10-16,959.36,952.5992679964321,0.007072075534721654,0.1751333681073871,5.57,5.400726987568161,0.16927301243183884,0.28459844311662974,0.22986590561200843,0.5335440822205244,0.8539949383055013,0.2130932261355474,Condiciones neutrales
2025-10-17,956.13,940.4592420941905,0.016525575691055477,0.40924050039887133,5.57,5.426504893369118,0.14349510663088255,0.24125809161958633,0.3252492960092288,0.5224993453840955,0.8266149341451126,0.21838375662307846,Condiciones neutrales
2025-10-20,960.34,934.3021793121142,0.027487470068752115,0.6807016116070113,5.57,5.375297189910644,0.1947028100893562,0.32735352095288306,0.5040275662799472,0.5174384495601206,0.811672398007317,0.22320450111292417,Condiciones neutrales
2025-10-21,953.21,932.9724569544463,0.021459556684870925,0.5314259472853265,5.59,5.382265798019224,0.2077342019807757,0.3492631791474169,0.4403445632163717,0.5048664478056303,0.7840358190635299,0.22569707654773052,Condiciones neutrales
2025-10-22,951.78,933.6134266274013,0.019271453216288755,0.4772396015175513,5.57,5.381137217748501,0.18886278225149955,0.3175346915569034,0.39738714653722734,0.4938009455887927,0.760473045101504,0.22712884607608133,Condiciones neutrales
2025-10-23,950.46,933.5733696254541,0.01792652175762583,0.44393362577213114,5.55,5.404329450014139,0.14567054998586149,0.24491566102785056,0.34442464339999085,0.4811309658695095,0.734314471833992,0.22794745990502696,Condiciones neutrales
2025-10-24,945.34,929.7642883587752,0.016613550500315315,0.41141911466545195,5.55,5.383469174132796,0.1665308258672039,0.279988009262948,0.34570356196419993,0.468891017316598,0.710629295647447,0.2271527389857489,Condiciones neutrales
2025-10-27,943.47,927.1392358813507,0.017460812994558143,0.43240078172476065,5.54,5.353613631965137,0.18638636803486308,0.31337110032377385,0.37288594102426725,0.45701176164087154,0.6868440519215655,0.2271794713601776,Condiciones neutrales
2025-10-28,938.19,931.6559352974082,0.006988908738957583,0.17307381981985115,5.51,5.344586122321239,0.1654138776787612,0.2781100860730317,0.22559195294644144,0.44431290142604574,0.6595288532302397,0.22909694962185184,Condiciones neutrales
2025-10-29,941.63,932.2701514186027,0.009989781380394183,0.24738763764826716,5.535,5.406650717683273,0.12834928231672743,0.21579344159888536,0.23159053962357626,0.4335932501181842,0.6396323791765249,0.22755412105984357,Condiciones neutrales
2025-10-30,940.57,933.5402975129202,0.0075019442187521605,0.18577866595644577,5.56,5.438875708310015,0.12112429168998418,0.20364607649701272,0.19471237122672924,0.42405388455277004,0.6221681127256199,0.22593965637992025,Condiciones neutrales
2025-11-03,943.69,937.7709424093662,0.0062920010559898674,0.15581554971529482,5.55,5.408891319385556,0.14110868061444387,0.23724579740248572,0.19653067355889026,0.41413710852337393,0.5985917091738748,0.229682507872873,Condiciones neutrales
2025-11-04,940.53,945.1301546230642,-0.004879101610734763,-0.12082641004481101,5.54,5.434403737520369,0.10559626247963122,0.17753882600003523,0.02835620797761211,0.40229901110352234,0.574723035996132,0.22987498621091265,Condiciones neutrales
