date,tpm,bcp_2y,bcp_5y,bcu_10y,bcu_5y,bcp_10y,dtpm,dtpm_up,dtpm_down,dtpm_pos,dtpm_neg,dbcp_2y,dbcp_5y,dbcp_10y,dbcu_5y,dbcu_10y,product,rate,drate,spread_tpm
2005-07-01,3.5,4.773580938362972,5.325941069500371,2.395678588102531,1.9553454043587366,5.804016599008568,0.25,0.25,0,0.25,0,0.08391974084984888,0.18715467106298256,0.11041001273060402,-0.013477988980979294,0.06263562064768857,cap_30_89,0.32,-0.013333333333333308,-3.18
2005-08-01,3.75,4.908553167022288,5.422676198358114,2.20442391308362,1.8225912375352922,5.781149429344378,0.25,0.25,0,0.25,0,0.1349722286593158,0.09673512885774294,-0.02286716966419,-0.13275416682344443,-0.1912546750189108,cap_30_89,0.31363636363636366,-0.006363636363636349,-3.4363636363636365
2005-09-01,4,5.056661430162527,5.515597789115646,2.2625794444444445,1.8655130689392498,5.8470425284251535,0.25,0.25,0,0.25,0,0.14810826314023906,0.09292159075753226,0.06589309908077556,0.042921831403957666,0.05815553136082441,cap_30_89,0.33285714285714285,0.019220779220779194,-3.6671428571428573
2005-10-01,4.25,5.576076720315378,6.039828653606965,2.99147,2.656828007518797,6.242425,0.25,0.25,0,0.25,0,0.5194152901528506,0.5242308644913187,0.3953824715748464,0.7913149385795473,0.7288905555555556,cap_30_89,0.368,0.03514285714285714,-3.882
2005-11-01,4.5,5.8533333333333335,6.233704761904762,3.3491666666666666,3.3349333333333333,6.5261605365526485,0.25,0.25,0,0.25,0,0.2772566130179559,0.1938761082977969,0.2837355365526486,0.6781053258145362,0.35769666666666655,cap_30_89,0.4147619047619048,0.04676190476190478,-4.085238095238095
2005-12-01,4.5,5.86042034841145,6.038390882968833,3.262809523809524,3.1657251760248974,6.302380952380952,0,0,-0,0,0,0.007087015078116821,-0.195313878935929,-0.2237795841716963,-0.16920815730843586,-0.08635714285714258,cap_30_89,0.4480952380952381,0.033333333333333326,-4.051904761904762
2006-01-01,4.5,5.712504655515923,6.04399788703552,3.0071304975750923,2.855532637527589,6.194827272727273,0,0,-0,0,0,-0.14791569289552697,0.005607004066686905,-0.10755367965367935,-0.3101925384973083,-0.25567902623443173,cap_30_89,0.4122727272727273,-0.03582251082251081,-4.087727272727273
2006-02-01,4.75,5.80927959612581,6.017237924893534,2.952521674902606,2.693483638195746,6.258,0.25,0.25,0,0.25,0,0.09677494060988678,-0.026759962141985838,0.06317272727272716,-0.16204899933184302,-0.054608822672486124,cap_30_89,0.3815,-0.030772727272727285,-4.3685
2006-03-01,4.75,5.8450517203230445,6.002382917491598,3.007823188405797,2.775291736879747,6.2989304347826085,0,0,-0,0,0,0.03577212419723441,-0.014855007401935794,0.040930434782608494,0.08180809868400107,0.05530151350319068,cap_30_89,0.38565217391304346,0.004152173913043455,-4.364347826086957
2006-04-01,5,5.914633076750848,6.039593196519607,3.0094947368421052,2.718511349976228,6.307368421052631,0.25,0.25,0,0.25,0,0.06958135642780316,0.037210279028008664,0.00843798627002279,-0.056780386903519275,0.0016715484363083455,cap_30_89,0.3973684210526316,0.011716247139588132,-4.602631578947369
2006-05-01,5,5.962680510394154,6.110512249326293,3.2334545454545456,2.982011288910762,6.319545454545454,0,0,-0,0,0,0.04804743364330655,0.07091905280668609,0.012177033492823064,0.26349993893453405,0.22395980861244036,cap_30_89,0.4140909090909091,0.016722488038277528,-4.585909090909091
2006-06-01,5,6.0673024768075114,6.23763565501994,3.3015,3.1661263821138212,6.444459125,0,0,-0,0,0,0.10462196641335719,0.12712340569364677,0.12491367045454549,0.1841150932030593,0.0680454545454543,cap_30_89,0.41750000000000004,0.003409090909090917,-4.5825
2006-07-01,5.25,6.160649189054153,6.345496430475156,3.239995238095238,3.051106102719752,6.548571428571428,0.25,0.25,0,0.25,0,0.0933467122466416,0.1078607754552161,0.1041123035714282,-0.11502027939406911,-0.06150476190476173,cap_30_89,0.4204761904761905,0.0029761904761904656,-4.82952380952381
2006-08-01,5.25,6.007859878907014,6.167133322172191,3.1169454545454545,3.002845717622044,6.347727272727273,0,0,-0,0,0,-0.15278931014713937,-0.17836310830296487,-0.20084415584415538,-0.048260385097707914,-0.12304978354978369,cap_30_89,0.42454545454545456,0.004069264069264056,-4.825454545454545
2006-09-01,5.25,5.720869679105317,5.961947368421052,3.0683603832548516,3.0706715078288243,6.019959708126819,0,0,-0,0,0,-0.2869901998016964,-0.20518595375113868,-0.3277675646004541,0.06782579020678003,-0.048585071290602855,cap_30_89,0.4273684210526316,0.0028229665071770604,-4.822631578947369
2006-10-01,5.25,5.534151227506771,5.745617070357555,2.945938826493974,2.9517726133515603,5.869618122164723,0,0,-0,0,0,-0.18671845159854605,-0.21633029806349757,-0.1503415859620958,-0.11889889447726398,-0.12242155676087751,cap_30_89,0.42809523809523814,7.268170426065201e-4,-4.8219047619047615
2006-11-01,5.25,5.4747619047619045,5.569999999999999,2.7331809523809523,2.78179483432376,5.600310052821705,0,0,-0,0,0,-0.059389322744866746,-0.17561707035755525,-0.2693080693430181,-0.1699777790278003,-0.21275787411302183,cap_30_89,0.4252380952380953,-0.002857142857142836,-4.824761904761905
